ID,Year_Birth,Education,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Tenure_Days,Total_Spend,Total_Purchases,Total_Campaigns_Accepted,Total_Children,Avg_Spend_Per_Purchase,Education_Encoded,Marital_Divorced,Marital_Married,Marital_Single,Marital_Together,Marital_Widow,Cluster
8341,1969,PhD,30396.0,1,0,2014-04-30,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,45,60,34,6,2,1,5.666666666666667,4,False,True,False,False,False,0
5180,1968,PhD,50616.0,0,1,2014-04-18,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,46,72,149,10,0,1,14.9,4,True,False,False,False,False,0
6461,1969,Master,62772.0,0,1,2013-05-19,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,45,406,946,23,1,1,41.130434782608695,3,False,False,True,False,False,1
7679,1985,PhD,30298.0,0,0,2014-05-19,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,29,41,28,6,0,0,4.666666666666667,4,False,False,True,False,False,0
10702,1984,Graduation,52413.0,1,0,2012-11-03,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,30,603,450,17,0,1,26.470588235294116,2,False,False,True,False,False,0
7505,1957,PhD,44155.0,1,1,2014-01-19,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,57,161,46,5,0,2,9.2,4,False,True,False,False,False,0
5113,1971,PhD,86979.0,0,0,2013-11-07,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,43,234,1702,16,2,0,106.375,4,True,False,False,False,False,3
10858,1975,Graduation,76532.0,1,1,2013-09-09,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,39,293,820,25,0,2,32.8,2,False,False,False,True,False,1
2961,1982,Graduation,42081.0,1,0,2013-02-26,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,32,488,382,15,1,1,25.466666666666665,2,False,True,False,False,False,0
2747,1988,PhD,67546.0,0,0,2012-08-31,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,26,667,2126,20,0,0,106.3,4,False,True,False,False,False,2
3010,1989,Master,88420.0,0,0,2014-05-02,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,25,58,2069,20,3,0,103.45,3,False,False,False,True,False,3
5790,1985,Graduation,31158.0,1,0,2013-01-27,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,29,518,72,7,0,1,10.285714285714286,2,False,True,False,False,False,0
6892,1968,Graduation,61671.0,0,1,2014-06-03,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,46,26,732,28,2,1,26.142857142857142,2,True,False,False,False,False,1
1743,1974,Graduation,69719.0,0,0,2014-05-26,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,40,34,801,11,0,0,72.81818181818181,2,False,False,True,False,False,2
3578,1949,Graduation,49160.0,0,1,2013-10-20,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,65,252,236,12,0,1,19.666666666666668,2,True,False,False,False,False,0
8462,1978,Basic,24882.0,1,0,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,36,658,80,5,1,1,16.0,0,False,False,False,True,False,0
5558,1954,PhD,90933.0,0,0,2014-03-31,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,60,90,1685,15,1,0,112.33333333333333,4,False,False,True,False,False,2
4619,1945,PhD,113734.0,0,0,2014-05-28,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,69,32,277,27,0,0,10.25925925925926,4,False,False,True,False,False,2
8780,1950,PhD,59292.0,0,1,2013-06-13,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,64,381,507,18,0,1,28.166666666666668,4,False,False,False,True,False,1
10789,1964,PhD,45759.0,1,1,2013-02-23,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,50,491,68,7,0,2,9.714285714285714,4,False,True,False,False,False,0
10779,1983,Graduation,22148.0,0,0,2014-04-13,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,31,77,49,5,0,0,9.8,2,False,False,True,False,False,0
5896,1987,Master,73395.0,0,0,2014-03-18,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,27,103,397,15,0,0,26.466666666666665,3,False,True,False,False,False,0
2337,1971,Graduation,29819.0,1,0,2013-10-24,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,43,248,39,9,0,1,4.333333333333333,2,True,False,False,False,False,0
10951,1968,Graduation,45688.0,0,1,2014-01-25,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,46,155,306,14,1,1,21.857142857142858,2,False,True,False,False,False,1
544,1954,Graduation,62820.0,0,0,2013-05-11,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,60,414,976,14,0,0,69.71428571428571,2,False,True,False,False,False,2
17,1971,PhD,60491.0,0,1,2013-09-06,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,43,296,1028,28,0,1,36.714285714285715,4,False,True,False,False,False,1
10680,1986,Graduation,33235.0,1,0,2014-02-05,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,28,144,70,7,0,1,10.0,2,False,False,False,True,False,0
3265,1959,Graduation,35701.0,0,0,2013-03-19,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,55,467,46,5,0,0,9.2,2,False,True,False,False,False,0
5623,1980,Master,31535.0,1,0,2013-09-26,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,34,276,51,5,1,1,10.2,3,False,True,False,False,False,0
5832,1960,2n Cycle,92556.0,0,0,2014-04-20,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,54,70,1263,21,0,0,60.142857142857146,1,False,False,False,True,False,2
5544,1970,Graduation,67384.0,0,1,2012-11-10,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,44,596,1490,22,1,1,67.72727272727273,2,False,False,True,False,False,2
6417,1971,Master,80573.0,0,0,2012-10-14,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,43,623,1564,24,0,0,65.16666666666667,3,False,False,False,True,False,2
5831,1967,Graduation,77870.0,0,1,2012-08-22,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,47,676,1815,18,3,1,100.83333333333333,2,False,True,False,False,False,3
7101,1963,PhD,52278.0,0,1,2013-01-25,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,51,520,1198,31,0,1,38.645161290322584,4,False,False,False,False,True,1
10176,1968,Graduation,57107.0,0,1,2012-08-24,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,46,674,416,23,3,1,18.08695652173913,2,False,False,True,False,False,3
2326,1990,Graduation,18929.0,0,0,2013-02-16,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,24,498,85,6,0,0,14.166666666666666,2,False,True,False,False,False,0
4385,1981,PhD,36038.0,1,0,2013-05-31,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,33,394,47,8,0,1,5.875,4,False,False,True,False,False,0
2929,1976,Graduation,20180.0,0,0,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,38,494,137,8,0,0,17.125,2,False,False,True,False,False,0
10686,1965,PhD,34230.0,1,1,2012-12-26,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,49,550,21,4,0,2,5.25,4,False,False,False,True,False,0
2546,1977,2n Cycle,31878.0,0,1,2014-06-22,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,37,7,70,6,0,1,11.666666666666666,1,False,False,True,False,False,0
3283,1972,2n Cycle,70932.0,0,1,2014-01-19,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,42,161,909,22,0,1,41.31818181818182,1,False,True,False,False,False,2
3138,1956,Graduation,91249.0,0,0,2012-10-20,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,1,58,617,1676,22,5,0,76.18181818181819,2,False,False,True,False,False,3
4994,1943,Master,77598.0,0,0,2013-10-01,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,71,271,1735,26,1,0,66.73076923076923,3,False,False,True,False,False,2
7966,1959,Graduation,80982.0,1,1,2013-01-08,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,0,55,537,1191,30,0,2,39.7,2,False,False,True,False,False,1
3112,1977,Master,22701.0,1,0,2013-09-05,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,37,297,24,5,0,1,4.8,3,False,True,False,False,False,0
10872,1969,PhD,55212.0,0,1,2012-11-23,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,45,583,1182,20,2,1,59.1,4,False,True,False,False,False,1
2181,1970,Graduation,70617.0,0,0,2013-06-23,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,44,371,1280,14,0,0,91.42857142857143,2,False,True,False,False,False,2
1867,1957,Graduation,64849.0,0,0,2012-11-13,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,1,57,593,1336,19,1,0,70.3157894736842,2,False,False,True,False,False,2
1518,1965,Master,62694.0,1,1,2013-06-17,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,49,377,749,24,0,2,31.208333333333332,3,False,True,False,False,False,1
5734,1974,PhD,61917.0,1,1,2013-11-20,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,40,221,91,7,0,2,13.0,4,False,True,False,False,False,0
2878,1947,PhD,67472.0,0,1,2013-09-28,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,0,67,274,414,15,0,1,27.6,4,False,True,False,False,False,1
1458,1982,Master,21059.0,1,0,2014-01-07,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,32,173,44,9,0,1,4.888888888888889,3,False,True,False,False,False,0
7007,1968,Master,29543.0,2,0,2014-04-01,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,0,46,89,63,8,0,2,7.875,3,False,True,False,False,False,0
6200,1951,Graduation,75903.0,0,1,2013-04-08,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,63,447,901,23,0,1,39.17391304347826,2,False,True,False,False,False,2
1403,1975,2n Cycle,34984.0,1,1,2012-09-06,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,0,39,661,38,6,0,2,6.333333333333333,1,False,False,False,True,False,0
4827,1956,PhD,54998.0,0,1,2013-03-10,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,1,58,476,455,20,1,1,22.75,4,False,False,True,False,False,1
6250,1949,PhD,54356.0,0,1,2012-11-19,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,1,65,587,775,24,1,1,32.291666666666664,4,False,False,False,False,True,1
9291,1959,Master,34242.0,0,1,2014-03-23,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,55,98,15,4,0,1,3.75,3,False,True,False,False,False,0
2478,1973,Graduation,25410.0,1,0,2013-08-31,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,0,41,302,38,6,0,1,6.333333333333333,2,False,True,False,False,False,0
1139,1984,PhD,73356.0,0,0,2014-02-06,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,1,30,143,1512,22,4,0,68.72727272727273,4,False,True,False,False,False,3
5138,1950,Graduation,28320.0,0,1,2013-01-14,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,0,64,531,43,5,0,1,8.6,2,False,False,False,True,False,0
5393,1977,Graduation,23763.0,1,0,2012-08-07,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0,37,691,42,5,0,1,8.4,2,False,False,True,False,False,0
10413,1984,Graduation,72570.0,0,0,2014-04-25,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,0,30,65,1089,23,0,0,47.34782608695652,2,False,True,False,False,False,2
5015,1976,Master,34529.0,1,0,2012-09-14,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,0,38,653,162,9,0,1,18.0,3,False,True,False,False,False,0
10868,1951,Graduation,70792.0,0,0,2013-02-06,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,63,508,1272,19,0,0,66.94736842105263,2,False,False,False,False,True,2
10676,1982,Graduation,63211.0,0,0,2012-11-02,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,1,32,604,1173,20,1,0,58.65,2,False,True,False,False,False,2
2495,1974,Master,83891.0,0,1,2014-06-20,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,40,9,816,22,0,1,37.09090909090909,3,False,True,False,False,False,2
7842,1968,Graduation,36065.0,1,1,2013-03-31,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,46,455,74,9,0,2,8.222222222222221,2,False,False,True,False,False,0
9955,1954,Graduation,39898.0,0,1,2013-02-12,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,60,502,134,9,0,1,14.88888888888889,2,False,False,False,True,False,0
6663,1940,PhD,51141.0,0,0,2013-07-08,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,0,74,356,157,9,0,0,17.444444444444443,4,False,False,True,False,False,0
2162,1976,Graduation,56939.0,0,1,2013-09-18,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,38,284,561,18,0,1,31.166666666666668,2,False,True,False,False,False,1
3434,1951,Graduation,80872.0,0,0,2014-05-12,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,63,48,1336,19,0,0,70.3157894736842,2,False,False,True,False,False,2
7919,1976,PhD,72335.0,0,0,2012-08-13,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,0,1,38,685,2092,23,1,0,90.95652173913044,4,False,False,False,True,False,2
5626,1964,PhD,61798.0,0,0,2013-11-23,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,0,50,218,463,16,0,0,28.9375,4,False,False,True,False,False,1
6428,1950,PhD,76842.0,0,0,2014-05-03,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,64,57,1130,17,0,0,66.47058823529412,4,False,False,False,False,True,2
8514,1976,Graduation,29478.0,1,0,2014-01-17,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,38,163,20,5,0,1,4.0,2,False,False,False,True,False,0
10448,1956,Graduation,46998.0,0,1,2012-10-22,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,58,615,377,18,1,1,20.944444444444443,2,False,False,True,False,False,1
2109,1990,Graduation,96843.0,0,0,2013-04-23,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,0,1,24,432,1544,28,2,0,55.142857142857146,2,False,False,True,False,False,3
7530,1950,PhD,56551.0,1,1,2014-05-07,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,64,53,138,10,0,2,13.8,4,False,False,False,False,True,0
8925,1965,Master,70053.0,0,1,2013-07-03,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,0,49,361,1012,26,0,1,38.92307692307692,3,False,True,False,False,False,2
3009,1962,PhD,71670.0,0,0,2013-07-09,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,0,1,52,355,1766,15,4,0,117.73333333333333,4,False,False,False,False,True,3
6355,1978,Graduation,44359.0,1,1,2014-06-17,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0,36,12,45,9,0,2,5.0,2,False,True,False,False,False,0
3517,1952,Graduation,40887.0,1,1,2013-05-06,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,0,1,62,419,161,10,1,2,16.1,2,False,False,True,False,False,0
1158,1966,Graduation,48877.0,0,1,2014-01-05,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,48,175,144,8,0,1,18.0,2,True,False,False,False,False,0
6203,1947,Graduation,74485.0,0,0,2013-08-24,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,67,309,1734,26,0,0,66.6923076923077,2,False,False,False,True,False,2
7165,1972,Graduation,64474.0,0,1,2013-10-22,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,0,42,250,823,22,0,1,37.40909090909091,2,False,False,False,True,False,1
3595,1963,Graduation,77226.0,0,1,2014-02-28,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,51,121,1138,28,0,1,40.642857142857146,2,False,False,False,True,False,2
8537,1949,Graduation,72643.0,0,0,2013-02-27,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,0,1,65,487,1429,21,2,0,68.04761904761905,2,False,False,False,False,True,3
4331,1978,Master,85738.0,0,0,2014-01-23,41,913,26,376,17,26,13,1,3,6,11,1,0,1,1,0,0,0,0,36,157,1371,21,2,0,65.28571428571429,3,False,False,False,True,False,3
6281,1966,Graduation,55686.0,0,1,2013-02-14,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,48,500,982,16,1,1,61.375,2,True,False,False,False,False,1
4338,1983,Graduation,39062.0,1,0,2014-03-25,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,0,31,96,44,5,1,1,8.8,2,False,False,True,False,False,0
2452,1971,Graduation,34600.0,1,1,2013-01-01,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,43,544,318,17,1,2,18.705882352941178,2,False,False,False,True,False,1
9507,1975,Graduation,40794.0,0,1,2013-04-07,18,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,0,39,448,434,16,0,1,27.125,2,False,True,False,False,False,1
8360,1971,2n Cycle,54690.0,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,43,234,198,12,0,2,16.5,1,False,True,False,False,False,0
10311,1969,Graduation,4428.0,0,1,2013-10-05,0,16,4,12,2,4,321,0,25,0,0,1,0,0,0,0,0,0,0,45,267,359,25,0,1,14.36,2,False,True,False,False,False,1
5117,1963,2n Cycle,32632.0,0,0,2012-08-02,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,0,51,696,576,18,0,0,32.0,1,False,True,False,False,False,2
4867,1968,PhD,38236.0,1,1,2013-09-20,2,58,0,18,2,0,10,4,3,0,4,7,0,0,0,0,0,0,0,46,282,88,11,0,2,8.0,4,False,False,True,False,False,0
9289,1979,Graduation,36781.0,1,0,2014-04-10,16,29,1,17,0,3,13,1,2,1,2,8,0,0,0,0,0,0,1,35,80,63,6,1,1,10.5,2,False,True,False,False,False,0
10913,1984,Master,31385.0,1,0,2012-12-05,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,0,1,30,571,27,4,2,1,6.75,3,False,False,True,False,False,0
3032,1984,Graduation,24570.0,1,0,2013-02-27,97,28,34,62,11,14,44,3,4,0,4,9,0,0,0,0,0,0,0,30,487,193,11,0,1,17.545454545454547,2,False,True,False,False,False,0
8524,1974,PhD,25509.0,1,0,2012-09-18,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,40,649,101,9,1,1,11.222222222222221,4,True,False,False,False,False,0
3334,1951,Graduation,94642.0,0,0,2014-02-12,35,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,0,0,63,137,2211,21,2,0,105.28571428571429,2,False,True,False,False,False,3
4470,1962,Master,58646.0,0,1,2013-06-10,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0,52,384,140,8,0,1,17.5,3,False,True,False,False,False,0
1406,1975,Graduation,53201.0,1,1,2013-02-12,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,0,0,39,502,415,22,0,2,18.863636363636363,2,False,False,True,False,False,1
8619,1957,Graduation,21994.0,0,1,2012-12-24,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,57,552,22,4,0,1,5.5,2,False,False,False,True,False,0
10821,1978,Graduation,57113.0,1,1,2013-02-06,45,182,4,33,0,2,42,6,4,1,5,7,0,0,0,0,0,0,0,36,508,263,16,0,2,16.4375,2,False,True,False,False,False,1
4552,1991,Graduation,51373.0,0,0,2013-06-22,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,0,23,372,393,12,0,0,32.75,2,False,True,False,False,False,0
898,1986,Graduation,23477.0,1,0,2013-10-21,39,38,15,54,3,8,29,3,3,0,4,8,0,0,0,0,0,0,0,28,251,147,10,0,1,14.7,2,False,True,False,False,False,0
9797,1956,Graduation,58116.0,0,1,2014-04-13,38,228,19,130,4,11,51,2,3,3,8,2,0,0,0,0,0,0,0,58,77,443,16,0,1,27.6875,2,False,True,False,False,False,1
10949,1963,PhD,72968.0,0,0,2013-12-16,8,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,1,0,0,1,51,195,1958,19,2,0,103.05263157894737,4,True,False,False,False,False,3
8212,1971,Master,39791.0,0,1,2013-03-28,89,85,15,27,13,13,21,2,3,1,4,7,0,0,0,0,0,0,0,43,458,174,10,0,1,17.4,3,False,True,False,False,False,0
6248,1947,Master,91712.0,0,0,2013-10-17,47,1276,24,746,94,29,48,0,9,7,11,3,0,0,1,0,0,0,1,67,255,2217,27,2,0,82.11111111111111,3,False,False,True,False,False,3
10164,1958,Graduation,94472.0,0,1,2014-04-03,75,1017,33,417,108,100,16,1,5,5,5,5,0,1,1,0,0,0,0,56,87,1691,16,2,1,105.6875,2,False,False,True,False,False,3
4547,1960,Graduation,13672.0,1,1,2013-04-17,86,6,2,9,2,1,5,2,1,0,3,8,0,0,0,0,0,0,0,54,438,25,6,0,2,4.166666666666667,2,False,False,False,True,False,0
6815,1980,2n Cycle,96547.0,0,0,2014-05-23,4,448,21,125,52,101,62,0,7,6,8,2,1,0,1,1,0,0,1,34,37,809,21,4,0,38.523809523809526,1,False,True,False,False,False,3
4122,1975,Graduation,79205.0,0,0,2012-08-29,73,504,23,117,179,28,44,1,6,5,4,4,0,0,0,1,0,0,1,39,669,895,16,2,0,55.9375,2,False,True,False,False,False,3
10841,1975,PhD,56559.0,0,1,2012-12-25,46,226,22,133,41,31,31,3,4,3,8,4,0,0,0,0,0,0,0,39,551,484,18,0,1,26.88888888888889,4,False,False,False,True,False,1
5370,1973,PhD,32644.0,1,0,2013-01-16,38,239,3,141,0,7,23,4,7,1,6,8,1,0,0,0,0,0,0,41,529,413,18,1,1,22.944444444444443,4,False,True,False,False,False,0
176,1980,2n Cycle,67506.0,0,1,2014-01-02,73,90,38,67,33,36,67,1,4,1,6,3,0,0,0,0,0,0,0,34,178,331,12,0,1,27.583333333333332,1,False,False,True,False,False,0
4860,1970,Graduation,24206.0,1,0,2013-03-08,66,7,2,8,3,2,3,1,1,0,3,6,0,0,0,0,0,0,0,44,478,25,5,0,1,5.0,2,False,False,True,False,False,0
10757,1967,PhD,28420.0,1,0,2013-12-24,36,4,2,5,2,0,0,1,1,0,2,6,0,0,0,0,0,0,0,47,187,13,4,0,1,3.25,4,True,False,False,False,False,0
4023,1970,Graduation,22979.0,1,0,2012-09-06,29,16,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,0,1,44,661,115,10,1,1,11.5,2,False,True,False,False,False,0
6679,1966,Graduation,33279.0,0,0,2014-06-12,29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,48,17,16,4,0,0,4.0,2,False,False,True,False,False,0
9923,1972,Master,46423.0,1,1,2013-09-18,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,42,284,92,9,0,2,10.222222222222221,3,False,False,True,False,False,0
7181,1977,Graduation,30368.0,0,1,2013-11-07,97,35,0,13,2,0,2,2,2,0,3,8,0,0,0,0,0,0,0,37,234,52,7,0,1,7.428571428571429,2,False,True,False,False,False,0
3599,1970,Graduation,63684.0,0,1,2012-11-26,61,575,80,428,208,93,80,3,8,4,8,5,0,0,0,0,0,0,0,44,580,1464,23,0,1,63.65217391304348,2,False,True,False,False,False,2
405,1964,Graduation,41638.0,0,1,2013-02-13,68,315,0,31,4,0,91,4,5,5,3,8,1,0,0,0,0,0,0,50,501,441,17,1,1,25.941176470588236,2,True,False,False,False,False,1
6870,1959,PhD,68805.0,0,1,2013-09-17,73,182,2,49,17,13,20,1,3,1,7,2,0,0,0,0,0,0,0,55,285,283,12,0,1,23.583333333333332,4,True,False,False,False,False,1
832,1966,PhD,65814.0,0,1,2014-03-02,90,561,14,113,10,14,35,3,8,2,10,5,0,0,0,0,0,0,0,48,119,747,23,0,1,32.47826086956522,4,False,False,False,True,False,1
2002,1958,Graduation,71964.0,0,0,2013-05-20,81,587,51,932,180,34,86,1,5,6,5,3,0,0,0,0,0,0,0,56,405,1870,17,0,0,110.0,2,True,False,False,False,False,2
3657,1986,Graduation,39146.0,1,0,2013-02-14,1,94,1,33,13,12,12,3,4,0,4,8,0,0,0,0,0,0,0,28,500,165,11,0,1,15.0,2,False,False,True,False,False,0
500,1977,Graduation,96876.0,0,0,2013-08-06,79,908,43,735,40,194,21,1,7,7,9,2,0,1,1,1,0,0,1,37,327,1941,24,4,0,80.875,2,False,False,False,True,False,3
1951,1981,Basic,34445.0,0,0,2013-01-27,92,228,122,122,208,129,30,6,11,2,8,9,0,0,0,0,0,0,0,33,518,839,27,0,0,31.074074074074073,0,False,True,False,False,False,2
3262,1958,Graduation,68281.0,0,0,2012-08-07,31,995,112,417,42,48,41,1,2,9,13,5,0,0,0,0,0,0,1,56,691,1655,25,1,0,66.2,2,False,False,True,False,False,2
4102,1975,2n Cycle,37284.0,1,1,2013-03-29,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,0,0,39,457,23,4,0,2,5.75,1,False,True,False,False,False,0
7042,1983,Graduation,36790.0,0,0,2013-03-01,14,3,3,14,15,21,10,1,2,1,2,9,0,0,0,0,0,0,1,31,485,66,6,1,0,11.0,2,False,True,False,False,False,0
10598,1967,Graduation,27943.0,1,1,2013-04-15,89,12,1,16,4,1,3,3,2,0,3,8,0,0,0,0,0,0,0,47,440,37,8,0,2,4.625,2,False,False,False,True,False,0
255,1951,Graduation,22263.0,1,1,2014-03-30,31,17,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,1,0,63,91,21,6,0,2,3.5,2,True,False,False,False,False,0
2375,1972,Graduation,30261.0,1,2,2012-09-25,75,8,0,5,0,3,6,1,0,0,3,8,0,0,0,0,0,0,0,42,642,22,4,0,3,5.5,2,False,False,False,True,False,0
9829,1978,Graduation,28587.0,1,0,2014-02-12,42,22,4,17,12,10,13,3,2,0,4,6,0,0,0,0,0,0,0,36,137,78,9,0,1,8.666666666666666,2,False,False,False,True,False,0
